Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Bases;Average Length;Status)	Barcode	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic Formulas	Lab Contact	Phage Type	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Date Entered	Release Date	Differences	ST	HC0 (indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC900 (ceBG)	HC2000 (Super-lineage)	HC2600	HC2850 (subsp.)
SAL_DA9186AA	EC20120925	GCF_000625135;Chromosome;;;;;;Chromosome,SRR1183912;ILLUMINA;Paired;;SRX481436;999691000;250;NEW	SAL_DA9186AA	Livestock	Bovine	ANIMAL-domestic cattle	2012				North America	Canada	Ontario						Enteritidis	I			Public Health Agency Canada			PRJNA219482	SRP039437	SAMN02384336	SRS566191	2015-08-27	2015-03-05	NaN	58277	58277	58277	58277	58277	4551	12	12	12	12	12	12	2	2
SAL_DA9187AA	EC20120918	GCF_000625115;Chromosome;;;;;;Chromosome,SRR1183911;ILLUMINA;Paired;;SRX481435;707798640;228;NEW	SAL_DA9187AA	Poultry	Poultry	ANIMAL-chicken	2012				North America	Canada	Ontario						Enteritidis	I			Public Health Agency Canada			PRJNA219482	SRP039437	SAMN02384335	SRS566190	2015-08-27	2015-03-05	NaN	58217	58217	58217	58217	4551	4551	12	12	12	12	12	12	2	2
SAL_DA9188AA	EC20120917	SRR1183910;ILLUMINA;Paired;;SRX481434;581751690;247;NEW,GCF_000625095;Chromosome;;;;;;Chromosome	SAL_DA9188AA	Poultry	Poultry	ANIMAL-chicken	2012				North America	Canada	Ontario						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384334	SRS566189	2015-08-27	2015-03-05	NaN	58218	58218	58218	58218	58218	4551	12	12	12	12	12	12	2	2
SAL_DA9189AA	EC20120774	SRR1183909;ILLUMINA;Paired;;SRX481433;737241828;246;NEW,GCF_000625035;Chromosome;;;;;;Chromosome	SAL_DA9189AA	Food	ND/Others	food	2012				North America	Canada	Ontario						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384333	SRS566188	2015-08-27	2015-03-05	NaN	58269	58269	58269	58269	12	12	12	12	12	12	12	12	2	2
SAL_DA9190AA	EC20120773	SRR1183908;ILLUMINA;Paired;;SRX481432;846458448;246;NEW,GCF_000625015;Chromosome;;;;;;Chromosome	SAL_DA9190AA	Food	ND/Others	food	2012				North America	Canada	Ontario						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384332	SRS566187	2015-08-27	2015-03-05	NaN	58220	58220	58220	58220	12	12	12	12	12	12	12	12	2	2
SAL_DA9191AA	EC20120738	GCF_000624975;Chromosome;;;;;;Chromosome,SRR1183907;ILLUMINA;Paired;;SRX481431;599543068;229;NEW	SAL_DA9191AA	Food	ND/Others	food	2012				North America	Canada	Ontario						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384331	SRS566186	2015-08-27	2015-03-05	NaN	58272	58272	58272	58272	580	177	12	12	12	12	12	12	2	2
SAL_DA9192AA	EC20120734	SRR1183906;ILLUMINA;Paired;;SRX481430;569763792;228;NEW,GCF_000624955;Chromosome;;;;;;Chromosome	SAL_DA9192AA	Food	ND/Others	food	2012				North America	Canada	Ontario						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384330	SRS566185	2015-08-27	2015-03-05	NaN	58222	58222	58222	58222	58222	177	12	12	12	12	12	12	2	2
SAL_DA9193AA	EC20120687	SRR1183905;ILLUMINA;Paired;;SRX481429;485941976;223;NEW,GCF_000625575;Chromosome;;;;;;Chromosome	SAL_DA9193AA	Poultry	Poultry	ANIMAL-chicken	2011				North America	Canada	British Columbia						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384329	SRS566184	2015-08-27	2015-03-05	NaN	58213	58213	58213	58213	85	12	12	12	12	12	12	12	2	2
SAL_DA9194AA	EC20120686	SRR1183904;ILLUMINA;Paired;;SRX481428;688964820;229;NEW,GCF_000625555;Chromosome;;;;;;Chromosome	SAL_DA9194AA	Poultry	Poultry	ANIMAL-chicken	2011				North America	Canada	British Columbia						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384328	SRS566183	2015-08-27	2015-03-05	NaN	58264	58264	58264	58264	85	12	12	12	12	12	12	12	2	2
SAL_DA9195AA	EC20120597	GCF_000625515;Chromosome;;;;;;Chromosome,SRR1183903;ILLUMINA;Paired;;SRX481427;483236144;244;NEW	SAL_DA9195AA	Poultry	Poultry	ANIMAL-chicken	2011				North America	Canada	Ontario						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384327	SRS566182	2015-08-27	2015-03-05	NaN	58278	58278	58278	58278	12	12	12	12	12	12	12	12	2	2
SAL_DA9196AA	EC20120590	SRR1183902;ILLUMINA;Paired;;SRX481426;441529224;244;NEW,GCF_000625495;Chromosome;;;;;;Chromosome	SAL_DA9196AA	Poultry	Poultry	ANIMAL-chicken	2011				North America	Canada	Nova Scotia						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384326	SRS566181	2015-08-27	2015-03-05	NaN	58201	58201	58201	58201	58201	12	12	12	12	12	12	12	2	2
SAL_DA9199AA	EC20120356	GCF_000624535;Chromosome;;;;;;Chromosome,SRR1183899;ILLUMINA;Paired;;SRX481423;878298902;247;NEW	SAL_DA9199AA	Livestock	Bovine	ANIMAL-Domestic Cattle	2011				North America	Canada	Ontario						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384323	SRS566178	2015-08-27	2015-03-05	NaN	58240	58240	58240	58240	12	12	12	12	12	12	12	12	2	2
SAL_DA9200AA	EC20120051	GCF_000625835;Chromosome;;;;;;Chromosome,SRR1183898;ILLUMINA;Paired;;SRX481422;380377992;246;NEW	SAL_DA9200AA	Livestock	Bovine	ANIMAL-Domestic Cattle	2011				North America	Canada	Ontario						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384322	SRS566177	2015-08-27	2015-03-05	NaN	58310	58310	58310	58310	58310	177	12	12	12	12	12	12	2	2
SAL_DA9201AA	EC20100325	GCF_000626695;Complete Genome;;;;;;Complete Genome,SRR1183897;ILLUMINA;Paired;;SRX481421;513893148;222;NEW	SAL_DA9201AA	Food	ND/Others	food	2010				North America	Canada	Ontario						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384321	SRS566176	2015-08-27	2015-03-05	NaN	14144	14144	14144	14144	14144	14144	14144	87	12	12	12	12	2	2
SAL_DA9202AA	EC20100089	SRR1183896;ILLUMINA;Paired;;SRX481420;748038928;248;NEW,GCF_000625435;Chromosome;;;;;;Chromosome	SAL_DA9202AA	Wild Animal	ND/Others	animal	2009				North America	Canada	Ontario						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384320	SRS566175	2015-08-27	2015-03-05	NaN	58230	58230	58230	58230	58230	177	12	12	12	12	12	12	2	2
SAL_DA9203AA	EC20100088	SRR1183895;ILLUMINA;Paired;;SRX481419;586631280;246;NEW,GCF_000625415;Chromosome;;;;;;Chromosome	SAL_DA9203AA	Wild Animal	ND/Others	animal	2009				North America	Canada	Ontario						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384319	SRS566174	2015-08-27	2015-03-05	NaN	58231	58231	58231	58231	580	177	12	12	12	12	12	12	2	2
SAL_DA9204AA	EC20121180	GCF_000623135;Complete Genome;;;;;;Complete Genome,SRR1183894;ILLUMINA;Paired;;SRX481418;871534664;91;NEW,GCA_000623135;Complete Genome;;;;;;Complete Genome	SAL_DA9204AA	Environment	Animal-related	environmental-chicken					North America	Canada	Quebec						Enteritidis	I			Public Health Agency Canada			PRJNA219482	SRP039437	SAMN02384318	SRS566173	2015-08-27	2015-03-05	NaN	14141	14141	14141	14141	14141	87	87	87	12	12	12	12	2	2
SAL_DA9205AA	EC20121179	GCF_000623115;Complete Genome;;;;;;Complete Genome,SRR1183893;ILLUMINA;Paired;;SRX481417;872635764;91;NEW	SAL_DA9205AA	Environment	ND/Others	environmental-quail					North America	Canada	Quebec						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384317	SRS566172	2015-08-27	2015-03-05	NaN	14140	14140	14140	14140	14140	87	87	87	12	12	12	12	2	2
SAL_DA9206AA	EC20121178	GCA_000623095;Complete Genome;;;;;;Complete Genome,SRR1183892;ILLUMINA;Paired;;SRX481416;744965584;92;NEW,GCF_000623095;Complete Genome;;;;;;Complete Genome	SAL_DA9206AA	Environment	Animal-related	environmental-chicken					North America	Canada	Quebec						Enteritidis	I			Public Health Agency Canada			PRJNA219482	SRP039437	SAMN02384316	SRS566171	2015-08-27	2015-03-05	NaN	14139	14139	14139	14022	14021	87	87	87	12	12	12	12	2	2
SAL_DA9207AA	EC20121177	GCF_000624175;Complete Genome;;;;;;Complete Genome,SRR1183891;ILLUMINA;Paired;;SRX481415;1008352800;91;NEW,GCA_000624175;Chromosome;;;;;;Chromosome	SAL_DA9207AA	Food	ND/Others	food					North America	Canada	Ontario						Enteritidis	I			Public Health Agency Canada			PRJNA219482	SRP039437	SAMN02384315	SRS566170	2015-08-27	2015-03-05	NaN	14138	14138	14138	14138	14138	87	87	87	12	12	12	12	2	2
SAL_DA9208AA	EC20121176	GCA_000623075;Complete Genome;;;;;;Complete Genome,SRR1183890;ILLUMINA;Paired;;SRX481414;616290576;88;NEW,GCF_000623075;Chromosome;;;;;;Chromosome	SAL_DA9208AA	Food	ND/Others	food					North America	Canada	Quebec						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384314	SRS566169	2015-08-27	2015-03-05	NaN	58226	58226	58226	58226	58226	12	12	12	12	12	12	12	2	2
SAL_DA9209AA	EC20121175	GCF_000623055;Complete Genome;;;;;;Complete Genome,SRR1183889;ILLUMINA;Paired;;SRX481413;894532764;94;NEW,GCA_000623055;Complete Genome;;;;;;Complete Genome	SAL_DA9209AA	Environment	ND/Others	chick paper					North America	Canada	Manitoba						Enteritidis	I			Public Health Agency Canada			PRJNA219482	SRP039437	SAMN02384313	SRS566168	2015-08-27	2015-03-05	NaN	14136	14136	14136	182	85	12	12	12	12	12	12	12	2	2
SAL_DA9210AA	EC20130348	SRR1183888;ILLUMINA;Paired;;SRX481412;855661500;250;NEW,GCF_000626075;Chromosome;;;;;;Chromosome	SAL_DA9210AA	Poultry	Poultry	ANIMAL-chicken	2010				North America	Canada	Ontario						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384312	SRS566167	2015-08-27	2015-03-05	NaN	58256	58256	58256	58256	14135	14135	12	12	12	12	12	12	2	2
SAL_DA9211AA	EC20130347	GCA_000626055;Chromosome;;;;;;Chromosome,SRR1183887;ILLUMINA;Paired;;SRX481411;992033500;250;Assembled,GCF_000626055;Chromosome;;;;;;Chromosome	SAL_DA9211AA	Poultry	Poultry	ANIMAL-chicken	2010				North America	Canada	Ontario						Enteritidis	I			Public Health Agency Canada			PRJNA219482	SRP039437	SAMN02384311	SRS566166	2015-08-27	2015-03-05	NaN	58259	58259	58259	58206	14116	14116	12	12	12	12	12	12	2	2
SAL_DA9212AA	EC20130346	SRR1183886;ILLUMINA;Paired;;SRX481410;597097500;250;Assembled,GCF_000626035;Chromosome;;;;;;Chromosome	SAL_DA9212AA	Poultry	Poultry	ANIMAL-chicken	2010				North America	Canada	Ontario						Enteritidis	I			Public Health Agency Canada			PRJNA219482	SRP039437	SAMN02384310	SRS566165	2015-08-27	2015-03-05	NaN	58252	58252	58252	58252	85	12	12	12	12	12	12	12	2	2
SAL_DA9213AA	EC20130345	SRR1183885;ILLUMINA;Paired;;SRX481409;845399322;249;Assembled,GCF_000626015;Chromosome;;;;;;Chromosome	SAL_DA9213AA	Poultry	Poultry	ANIMAL-chicken	2008				North America	Canada	Ontario						Enteritidis	I			Public Health Agency Canada			PRJNA219482	SRP039437	SAMN02384309	SRS566159	2015-08-27	2015-03-05	NaN	58253	58253	58253	58253	580	177	12	12	12	12	12	12	2	2
SAL_DA9214AA	EC20090195	SRR1183884;ILLUMINA;Paired;;SRX481408;578870718;249;Assembled,GCF_000625675;Chromosome;;;;;;Chromosome	SAL_DA9214AA	Food	ND/Others	food	2008				North America	Canada	Saskatchewan						Enteritidis	I			Public Health Agency Canada			PRJNA219482	SRP039437	SAMN02384308	SRS566157	2015-08-27	2015-03-05	NaN	58318	58318	58318	58318	58318	177	12	12	12	12	12	12	2	2
SAL_DA9215AA	EC20100100	GCF_000968775;Chromosome;;;;;;Chromosome,SRR1183883;ILLUMINA;Paired;;SRX481407;680704248;249;Assembled	SAL_DA9215AA	Food	ND/Others	food	2009				North America	Canada	Saskatchewan						Enteritidis	I			Public Health Agency Canada			PRJNA219482	SRP039437	SAMN02384307	SRS566156	2015-08-27	2015-03-05	NaN	58306	58306	58306	58306	12	12	12	12	12	12	12	12	2	2
SAL_DA9216AA	EC20090530	GCF_000625395;Chromosome;;;;;;Chromosome,SRR1183882;ILLUMINA;Paired;;SRX481406;531360024;249;Assembled	SAL_DA9216AA	Poultry	Poultry	ANIMAL-chicken	2009				North America	Canada	Ontario						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384306	SRS566155	2015-08-27	2015-03-05	NaN	58232	58232	58232	58232	12	12	12	12	12	12	12	12	2	2
SAL_DA9217AA	EC20100131	GCF_000625715;Chromosome;;;;;;Chromosome,SRR1183881;ILLUMINA;Paired;;SRX481405;744090272;248;Assembled	SAL_DA9217AA	Poultry	Poultry	ANIMAL-chicken	2009				North America	Canada	Ontario						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384305	SRS566153	2015-08-27	2015-03-05	NaN	58316	58316	58316	58316	580	177	12	12	12	12	12	12	2	2
SAL_DA9218AA	EC20121969	GCF_000625315;Chromosome;;;;;;Chromosome,SRR1183880;ILLUMINA;Paired;;SRX481404;726076032;249;Assembled	SAL_DA9218AA	Food	ND/Others	food	2012				North America	Canada	Ontario						Enteritidis	I			Public Health Agency Canada			PRJNA219482	SRP039437	SAMN02384304	SRS566152	2015-08-27	2015-03-05	NaN	58215	58215	58215	58215	12	12	12	12	12	12	12	12	2	2
SAL_DA9219AA	EC20121970	GCF_000625335;Chromosome;;;;;;Chromosome,SRR1183879;ILLUMINA;Paired;;SRX481403;515994500;250;Assembled	SAL_DA9219AA	Food	ND/Others	food	2012				North America	Canada	Ontario						Enteritidis	I			Public Health Agency Canada			PRJNA219482	SRP039437	SAMN02384303	SRS566151	2015-08-27	2015-03-05	NaN	58212	58212	58212	58212	14126	12	12	12	12	12	12	12	2	2
SAL_DA9220AA	EC20121976	GCF_000625635;Chromosome;;;;;;Chromosome,SRR1183878;ILLUMINA;Paired;;SRX481402;624376464;249;Assembled	SAL_DA9220AA	Food	ND/Others	food	2012				North America	Canada	Ontario						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384302	SRS566150	2015-08-27	2015-03-05	NaN	58211	58211	58211	58211	12	12	12	12	12	12	12	12	2	2
SAL_DA9221AA	EC20121986	SRR1183877;ILLUMINA;Paired;;SRX481401;611446030;247;Assembled,GCF_000625795;Chromosome;;;;;;Chromosome	SAL_DA9221AA	Food	ND/Others	food	2012				North America	Canada	Ontario						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384301	SRS566149	2015-08-27	2015-03-05	NaN	58210	58210	58210	58210	14124	10151	12	12	12	12	12	12	2	2
SAL_DA9222AA	EC20121989	GCF_000625815;Chromosome;;;;;;Chromosome,SRR1183876;ILLUMINA;Paired;;SRX481400;906441588;247;Assembled	SAL_DA9222AA	Food	ND/Others	food	2012				North America	Canada	Ontario						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384300	SRS566148	2015-08-27	2015-03-05	NaN	58209	58209	58209	58209	12	12	12	12	12	12	12	12	2	2
SAL_DA9223AA	EC20121990	SRR1183875;ILLUMINA;Paired;;SRX481399;484969456;248;Assembled,GCF_000625875;Chromosome;;;;;;Chromosome	SAL_DA9223AA	Food	ND/Others	food	2012				North America	Canada	Ontario						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384299	SRS566147	2015-08-27	2015-03-05	NaN	58229	58229	58229	58229	58229	58229	12	12	12	12	12	12	2	2
SAL_DA9224AA	EC20122022	GCF_000625895;Chromosome;;;;;;Chromosome,SRR1183874;ILLUMINA;Paired;;SRX481398;403982000;250;Assembled	SAL_DA9224AA	Food	ND/Others	food	2012				North America	Canada	Ontario						Enteritidis	I			Public Health Agency Canada			PRJNA219482	SRP039437	SAMN02384298	SRS566146	2015-08-27	2015-03-05	NaN	58321	58321	58321	58321	580	177	12	12	12	12	12	12	2	2
SAL_DA9225AA	EC20122026	SRR1183873;ILLUMINA;Paired;;SRX481397;783674214;249;Assembled,GCF_000625915;Chromosome;;;;;;Chromosome	SAL_DA9225AA	Food	ND/Others	food	2012				North America	Canada	Ontario						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384297	SRS566145	2015-08-27	2015-03-05	NaN	58228	58228	58228	58228	9391	9391	12	12	12	12	12	12	2	2
SAL_DA9226AA	EC20122031	SRR1183872;ILLUMINA;Paired;;SRX481396;657443166;249;Assembled,GCF_000625935;Chromosome;;;;;;Chromosome	SAL_DA9226AA	Food	ND/Others	food	2012				North America	Canada	Ontario						Enteritidis	I			Public Health Agency Canada			PRJNA219482	SRP039437	SAMN02384296	SRS566144	2015-08-27	2015-03-05	NaN	58227	58227	58227	58227	580	177	12	12	12	12	12	12	2	2
SAL_DA9227AA	EC20122033	GCF_000625955;Chromosome;;;;;;Chromosome,SRR1183871;ILLUMINA;Paired;;SRX481395;267469500;250;Assembled	SAL_DA9227AA	Food	ND/Others	food	2012				North America	Canada	Ontario						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384295	SRS566143	2015-08-27	2015-03-05	NaN	58255	58255	58255	58255	58255	12	12	12	12	12	12	12	2	2
SAL_DA9228AA	EC20122045	SRR1183870;ILLUMINA;Paired;;SRX481394;271359702;249;Assembled,GCF_000625975;Chromosome;;;;;;Chromosome	SAL_DA9228AA	Food	ND/Others	food	2012				North America	Canada	Ontario						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384294	SRS566142	2015-08-27	2015-03-05	NaN	58254	58254	58254	58254	12	12	12	12	12	12	12	12	2	2
SAL_DA9229AA	EC20111561	GCF_000624355;Chromosome;;;;;;Chromosome,SRR1183869;ILLUMINA;Paired;;SRX481393;736985072;248;Assembled	SAL_DA9229AA	Poultry	Poultry	ANIMAL-chicken	2010				North America	Canada	Ontario						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384293	SRS566141	2015-08-27	2015-03-05	NaN	58206	58206	58206	58206	14116	14116	12	12	12	12	12	12	2	2
SAL_DA9230AA	EC20121812	GCF_000625255;Chromosome;;;;;;Chromosome,SRR1183868;ILLUMINA;Paired;;SRX481392;885042410;245;Assembled	SAL_DA9230AA	Food	ND/Others	food	2011				North America	Canada	British Columbia						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384292	SRS566140	2015-08-27	2015-03-05	NaN	58263	58263	58263	58263	14115	177	12	12	12	12	12	12	2	2
SAL_DA9231AA	EC20120916	SRR1183867;ILLUMINA;Paired;;SRX481391;327232000;250;Assembled,GCF_000624155;Complete Genome;;;;;;Complete Genome	SAL_DA9231AA	Poultry	Poultry	ANIMAL-chicken	2012				North America	Canada	Ontario						Enteritidis	I			Public Health Agency Canada			PRJNA219482	SRP039437	SAMN02384291	SRS566139	2015-08-27	2015-03-05	NaN	14114	14114	14114	14114	4551	4551	12	12	12	12	12	12	2	2
SAL_DA9232AA	EC20120994	GCA_000624675;Chromosome;;;;;;Chromosome,GCF_000624675;Chromosome;;;;;;Chromosome,SRR1183866;ILLUMINA;Paired;;SRX481390;697111356;249;Assembled	SAL_DA9232AA	Food	ND/Others	food	2012				North America	Canada	Ontario						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384290	SRS566138	2015-08-27	2015-03-05	NaN	58182	58182	58182	58182	58182	177	12	12	12	12	12	12	2	2
SAL_DA9233AA	EC20120497	SRR1183865;ILLUMINA;Paired;;SRX481389;538576044;249;Assembled,GCF_000624595;Chromosome;;;;;;Chromosome	SAL_DA9233AA	Food	ND/Others	food	2010				North America	Canada	British Columbia						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384289	SRS566137	2015-08-27	2015-03-05	NaN	58237	58237	58237	58237	85	12	12	12	12	12	12	12	2	2
SAL_DA9234AA	EC20111554	SRR1183864;ILLUMINA;Paired;;SRX481388;896399000;250;Assembled,GCF_000624335;Chromosome;;;;;;Chromosome	SAL_DA9234AA	Poultry	Poultry	ANIMAL-chicken	2010				North America	Canada	British Columbia						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384288	SRS566136	2015-08-27	2015-03-05	NaN	58285	58285	58285	58285	85	12	12	12	12	12	12	12	2	2
SAL_DA9235AA	EC20120555	SRR1183863;ILLUMINA;Paired;;SRX481387;739214268;249;Assembled,GCF_000623255;Chromosome;;;;;;Chromosome	SAL_DA9235AA	Food	Swine	FOOD-porcine	2010				North America	Canada	British Columbia						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384287	SRS566135	2015-08-27	2015-03-05	NaN	58308	58308	58308	58308	85	12	12	12	12	12	12	12	2	2
SAL_DA9236AA	EC20121671	GCF_000624755;Chromosome;;;;;;Chromosome,SRR1183862;ILLUMINA;Paired;;SRX481386;546786660;226;Assembled	SAL_DA9236AA	Food	ND/Others	food	2012				North America	Canada	Ontario						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384286	SRS566134	2015-08-27	2015-03-05	NaN	58279	58279	58279	58279	12	12	12	12	12	12	12	12	2	2
SAL_DA9237AA	EC20120765	GCF_000624995;Chromosome;;;;;;Chromosome,SRR1183861;ILLUMINA;Paired;;SRX481385;733748220;249;Assembled	SAL_DA9237AA	Poultry	Poultry	ANIMAL-chicken	2011				North America	Canada	British Columbia						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384285	SRS566133	2015-08-27	2015-03-05	NaN	58221	58221	58221	58221	85	12	12	12	12	12	12	12	2	2
SAL_DA9238AA	EC20121746	SRR1183860;ILLUMINA;Paired;;SRX481384;727902320;248;Assembled,GCF_000624855;Chromosome;;;;;;Chromosome	SAL_DA9238AA	Food	ND/Others	food	2011				North America	Canada	British Columbia						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384284	SRS566132	2015-08-27	2015-03-05	NaN	58287	58287	58287	58287	580	177	12	12	12	12	12	12	2	2
SAL_DA9239AA	EC20121747	SRR1183859;ILLUMINA;Paired;;SRX481383;111647616;249;Assembled,GCF_000626435;Chromosome;;;;;;Chromosome	SAL_DA9239AA	Food	Avian	FOOD-Turkey	2011				North America	Canada	British Columbia						Enteritidis	I			Laboratory for Foodborne Zoonoses, Public Health Agency of Canada			PRJNA219482	SRP039437	SAMN02384283	SRS566131	2015-08-27	2015-03-05	NaN	58320	58320	58320	58320	58320	58320	12	12	12	12	12	12	2	2
